mini_readline,348,369,313,321,314,295,320,327,311,332,329,326,327,745,788,370,793,424,388,398,411,1426,419,466,927,1004,517,523,521,513,521,516,476,516,524,523,511,509,505,520
fibonacci_rng,338,401,334,327,365,768,439,393,400,428,926,490,948,1460,512,474,588,536,1032,910,919,917,905,920,938
format_engine,335,367,337,338,554,1051,589,495,974,505,508,529,1044,507,489,509,515,801,657,666,659,673
mysh,322,274,302,301,310,298,318,314,310,308,301,299,293,315,318,308,313,306,301,307,305,279,327,292,321,695,356,723,719,726,340
vls,484,339,331,351,303,377,777,773,356,773,771,353,775,356,327,888
full_dup,4479,2523,337,435,423
fOOrth,432,301,339,321,331,716,903,359,434,444,415,484,1414,1062
option_list,463,641,972,1072,1086,1160,1132,1134
full_clone,339,397,342,898,592,1106,930,936,949
ruby_sscanf,352,414,340,1061,576,496,976,501,1029,487
in_array,341,391,331,436,386,599,1014,1139,1105
flex_array,452,341,927,639,1086,1105,1190
safe_clone,355,410,345,437,1044,466,935,799
safe_dup,351,408,344,896,837,455,871
composite_rng,473,361,469,418,609,1054
minitest_visible,476,562,552,951,816
mystiko,351,395,341,411,845
connect_n_game,468,860